trial_id,persona_id,risk_tolerance,decision_style,risk_posture,exploration_style,winner,chip_delta,pot_size,strategy_basis,reward
texas-holdem_web__G9csgwj,0830,Balanced,Consensus-driven,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GA2a693,0402,Balanced,Deliberative,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__GBGuLAD,0345,Cautious,Intuitive,balanced,compared_multiple,player,140,280,hand_strength,1.0
texas-holdem_web__GGAZM9C,0262,Risk-averse,Deliberative,balanced,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__GKMa77x,0836,Risk-averse,Directive,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__GQJAumZ,0680,Risk-tolerant,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GSe6k78,0827,Cautious,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__GUnNvmo,0403,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-20,100,pot_odds,1.0
texas-holdem_web__GW2oyEX,0590,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GYwuD5V,0625,Balanced,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GaGJvPZ,0082,Risk-averse,Deliberative,balanced,deep_research,tie,0,620,hand_strength,1.0
texas-holdem_web__GauYKSW,0489,Balanced,Consensus-driven,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Gh7Arai,0032,Balanced,Deliberative,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GhYvmkZ,0367,Risk-seeking,Deliberative,risk_seeking,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__GhjmbbX,0039,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__GiygMei,0946,Balanced,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GkPMkJ4,0438,Balanced,Consensus-driven,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__Gmf2kE3,0858,Balanced,Consensus-driven,risk_averse,hesitant,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GqTsk5f,0118,Cautious,Analytical,balanced,compared_multiple,player,70,140,hand_strength,1.0
texas-holdem_web__Gqb3Pjc,0041,Risk-averse,Directive,opportunistic,quick_pick,player,20,90,bluff,1.0
texas-holdem_web__GxNtBy9,0429,Risk-tolerant,Directive,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__GxTzoKW,0047,Risk-tolerant,Consensus-driven,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GznsMT9,0275,Balanced,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HJgPAhZ,0573,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-70,140,hand_strength,1.0
texas-holdem_web__HMfnhRY,0391,Risk-tolerant,Deliberative,balanced,compared_multiple,opponent,-130,260,hand_strength,1.0
texas-holdem_web__HPKZaLj,0599,Risk-tolerant,Consensus-driven,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__HS5DPhJ,0425,Risk-averse,Consensus-driven,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HXigwR8,0430,Risk-seeking,Consensus-driven,opportunistic,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__HZ5bKmH,0142,Cautious,Intuitive,risk_averse,compared_multiple,tie,0,40,hand_strength,1.0
texas-holdem_web__HcQEyu4,0171,Risk-tolerant,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HejGDBm,0694,Balanced,Intuitive,risk_averse,deep_research,opponent,-20,100,pot_odds,1.0
texas-holdem_web__Hf3HzRH,0447,Risk-tolerant,Analytical,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__HiSCcfn,0621,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__HmcouQP,0268,Risk-tolerant,Directive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HmjqQRS,0848,Risk-tolerant,Consensus-driven,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HpdNhBG,0768,Risk-tolerant,Intuitive,opportunistic,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__HtXYdJw,0572,Risk-seeking,Analytical,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HvLzdbA,0256,Risk-averse,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__J4ct3vD,0754,Risk-averse,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__J4tCgnw,0791,Cautious,Analytical,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__J84ZMWZ,0866,Risk-averse,Directive,risk_averse,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__J97ZBfF,0385,Balanced,Consensus-driven,balanced,compared_multiple,opponent,-270,540,hand_strength,1.0
texas-holdem_web__J9DPJSN,0215,Risk-seeking,Consensus-driven,opportunistic,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__JAXcUBa,0144,Cautious,Deliberative,balanced,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__JCM8apT,0611,Risk-tolerant,Directive,opportunistic,quick_pick,player,70,240,hand_strength,1.0
texas-holdem_web__JDkLrw4,0933,Risk-seeking,Consensus-driven,risk_seeking,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__JJSS8ZQ,0679,Risk-averse,Directive,risk_averse,quick_pick,opponent,-200,400,hand_strength,1.0
texas-holdem_web__JTSt5xA,0120,Risk-seeking,Consensus-driven,risk_seeking,quick_pick,player,80,160,hand_strength,1.0
texas-holdem_web__JWDJQYk,0618,Risk-tolerant,Analytical,opportunistic,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__JYk833c,0218,Cautious,Analytical,balanced,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__JcuPLKt,0657,Balanced,Deliberative,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__JgsfQjZ,0483,Cautious,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__JneKmPb,0794,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-190,440,hand_strength,1.0
texas-holdem_web__JnxPnan,0364,Risk-tolerant,Analytical,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__JoQ2SeA,0677,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Jrvs6JR,0803,Cautious,Analytical,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__JtXJ5Kv,0623,Cautious,Intuitive,balanced,compared_multiple,player,70,140,hand_strength,1.0
texas-holdem_web__Ju8xHjA,0017,Risk-seeking,Intuitive,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__JurcxrG,0560,Risk-tolerant,Intuitive,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__JvjNKoh,0838,Risk-tolerant,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__JwrmWbo,0219,Risk-averse,Deliberative,balanced,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__JxzGxm2,0731,Balanced,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Jy9Egkc,0564,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__K3Kqa53,0615,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__KRpTNHt,0341,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__KStxHgC,0444,Balanced,Intuitive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__KVbRyif,0078,Risk-seeking,Analytical,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__KYKEbBM,0006,Risk-averse,Directive,risk_averse,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__KZf9Uto,0382,Risk-averse,Deliberative,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__Ka9d8DR,0947,Risk-averse,Deliberative,risk_averse,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__KhT4DxV,0077,Risk-tolerant,Consensus-driven,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__Ko83deY,0994,Risk-tolerant,Analytical,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__KurfyWQ,0287,Balanced,Intuitive,opportunistic,compared_multiple,player,20,80,bluff,1.0
texas-holdem_web__KzKasAC,0057,Balanced,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__LD27V9L,0113,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__LEmhMFT,0550,Risk-tolerant,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__LHLkpZU,0366,Balanced,Directive,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__LJM5fjF,0312,Balanced,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__LM4PSC7,0829,Balanced,Analytical,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__LVipacX,0931,Balanced,Intuitive,balanced,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__LmVPCwc,0334,Balanced,Intuitive,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__Lq2vECf,0238,Risk-tolerant,Analytical,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__LtCuukA,0257,Risk-tolerant,Consensus-driven,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__LuKZPK2,0030,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__LzUgvJY,0868,Balanced,Deliberative,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__M8GvHs4,0176,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__MAe6ZiZ,0841,Cautious,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__MHiJkmg,0817,Cautious,Consensus-driven,balanced,deep_research,opponent,-20,40,hand_strength,1.0
texas-holdem_web__MMAjCtE,0825,Balanced,Intuitive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__MPPthHo,0351,Risk-seeking,Deliberative,risk_seeking,quick_pick,player,20,90,bluff,1.0
texas-holdem_web__MRrTPeX,0131,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__MRtoHjY,0058,Balanced,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__MVvNVU2,0055,Risk-seeking,Directive,opportunistic,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__MYfHhyG,0624,Risk-seeking,Analytical,risk_seeking,deep_research,player,400,800,hand_strength,1.0
texas-holdem_web__MgYzqPF,0344,Risk-tolerant,Analytical,balanced,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__MhaeSdA,0594,Risk-tolerant,Deliberative,balanced,quick_pick,player,200,400,hand_strength,1.0
texas-holdem_web__MhdWhH5,0499,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__MrGh3fM,0498,Cautious,Analytical,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__MvAx6SP,0669,Risk-tolerant,Consensus-driven,opportunistic,compared_multiple,player,70,210,bluff,1.0
texas-holdem_web__MxVNS4h,0411,Risk-seeking,Directive,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__MxzCCfd,0821,Balanced,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__N49urEy,0222,Risk-averse,Analytical,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__N63qCsq,0196,Risk-tolerant,Deliberative,balanced,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__N7gaaQv,0190,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__N9rg4L3,0321,Cautious,Intuitive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__NEW4NYh,0962,Risk-seeking,Analytical,balanced,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__NGvXg9Y,0183,Cautious,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NKVMg7j,0763,Risk-tolerant,Consensus-driven,opportunistic,quick_pick,player,70,220,hand_strength,1.0
texas-holdem_web__NPubTjt,0096,Balanced,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NQLnpbo,0691,Balanced,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NRJVre8,0795,Risk-tolerant,Deliberative,opportunistic,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__NRwpkE2,0811,Risk-tolerant,Intuitive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__NT7WxsH,0272,Risk-averse,Intuitive,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__NTZhsHX,0641,Risk-averse,Intuitive,risk_averse,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__NYoVktR,0212,Risk-averse,Consensus-driven,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NZjrRAs,0850,Risk-tolerant,Analytical,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__NeTAGCy,0521,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Nhm4yDf,0148,Risk-tolerant,Analytical,balanced,compared_multiple,opponent,-130,320,hand_strength,1.0
texas-holdem_web__NijrmsN,0534,Risk-averse,Consensus-driven,risk_averse,compared_multiple,player,360,720,hand_strength,1.0
texas-holdem_web__NmkAgjC,0246,Risk-tolerant,Deliberative,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__P3YdkLC,0339,Balanced,Directive,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__PAhJpDH,0648,Cautious,Analytical,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__PCAiSD7,0316,Risk-tolerant,Deliberative,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__PEm4itu,0129,Risk-averse,Intuitive,opportunistic,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__PH2k3YW,0235,Balanced,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__PHUQAcK,0097,Cautious,Intuitive,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__PLLPJJZ,0501,Risk-seeking,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__PM6K5kg,0626,Balanced,Analytical,balanced,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__PRmbBfA,0054,Risk-averse,Analytical,risk_averse,hesitant,opponent,-20,40,hand_strength,1.0
texas-holdem_web__PUeGYDz,0365,Risk-averse,Analytical,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__PWgiqPA,0910,Risk-tolerant,Deliberative,risk_averse,quick_pick,player,140,280,hand_strength,1.0
texas-holdem_web__PcZedPD,0184,Balanced,Intuitive,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__PjsphuM,0073,Risk-tolerant,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__PnHR39b,0696,Balanced,Consensus-driven,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__PrSQjUR,0514,Risk-seeking,Directive,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__Q24XHSC,0948,Risk-tolerant,Directive,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Q33Pbfw,0661,Risk-seeking,Intuitive,risk_seeking,quick_pick,opponent,-340,680,hand_strength,1.0
texas-holdem_web__Q4BUQzx,0742,Risk-seeking,Directive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Q6bhrKA,0876,Cautious,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Q6fTD7W,0009,Risk-seeking,Consensus-driven,balanced,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__QFgqsSt,0248,Risk-tolerant,Analytical,opportunistic,compared_multiple,player,330,660,hand_strength,1.0
texas-holdem_web__QGVPVZH,0872,Balanced,Directive,balanced,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__QK3CLVh,0074,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QV2xAyK,0052,Risk-seeking,Analytical,opportunistic,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__QaFXtM3,0247,Risk-averse,Intuitive,risk_averse,compared_multiple,opponent,-10,30,hand_strength,1.0
texas-holdem_web__QcL5zEr,0879,Cautious,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__QgWmJpY,0254,Cautious,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Qgkew5V,0822,Cautious,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QhkQn83,0925,Risk-tolerant,Deliberative,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__QncnEc8,0285,Cautious,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Qo5HFaS,0513,Cautious,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QspJEke,0134,Risk-tolerant,Analytical,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__Qt3gFDB,0117,Cautious,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__QtSiT8G,0121,Cautious,Intuitive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QtxXhpu,0076,Risk-seeking,Intuitive,risk_seeking,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__R3ypoFM,0431,Balanced,Analytical,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__R4yfN4L,0882,Balanced,Analytical,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__R589GGC,0331,Risk-averse,Deliberative,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__R7uWakG,0015,Risk-averse,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__RBXFpzH,0208,Cautious,Directive,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__RBd5evM,0220,Cautious,Deliberative,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__RKKUshs,0605,Risk-seeking,Consensus-driven,risk_seeking,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__RTiwyAx,0081,Risk-averse,Deliberative,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__RTvHTgq,0354,Risk-averse,Intuitive,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__RU9ETop,0649,Risk-averse,Deliberative,risk_averse,hesitant,player,20,60,hand_strength,1.0
texas-holdem_web__ReoKigm,0929,Cautious,Consensus-driven,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Rn2QU4x,0851,Risk-averse,Analytical,risk_averse,hesitant,player,20,40,hand_strength,1.0
texas-holdem_web__RnDWb3u,0185,Balanced,Directive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Rw6jjk9,0905,Risk-averse,Analytical,opportunistic,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__RykQ5G4,0831,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__RzhHw5W,0717,Risk-tolerant,Intuitive,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__S8KFCTQ,0845,Balanced,Consensus-driven,balanced,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__SA7PJKv,0586,Balanced,Deliberative,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__SAefaur,0008,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__SEQTsYZ,0177,Balanced,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__SKyYQrE,0110,Risk-averse,Deliberative,risk_averse,deep_research,player,20,40,hand_strength,1.0
texas-holdem_web__SQ7U7S8,0713,Risk-seeking,Directive,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__SQJhRCt,0297,Cautious,Directive,opportunistic,quick_pick,player,70,280,hand_strength,1.0
texas-holdem_web__SRCGjEx,0812,Balanced,Deliberative,balanced,quick_pick,player,120,240,hand_strength,1.0
texas-holdem_web__ST35EhY,0558,Cautious,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Sbn9ijw,0350,Balanced,Consensus-driven,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Sce7puZ,0911,Balanced,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__SkSFGZ6,0163,Risk-seeking,Analytical,risk_seeking,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__SohkCiY,0991,Risk-seeking,Deliberative,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Spn5M5D,0852,Risk-averse,Consensus-driven,risk_averse,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__SsYiNGM,0958,Risk-averse,Analytical,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__SzgB9Sh,0530,Risk-seeking,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__T83pmax,0804,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__TAWiAVz,0098,Balanced,Deliberative,opportunistic,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__TDQsq4u,0472,Balanced,Analytical,balanced,quick_pick,player,70,220,hand_strength,1.0
texas-holdem_web__TFezVa4,0217,Risk-seeking,Analytical,risk_seeking,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__TJLgauh,0656,Cautious,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__TLJg37y,0807,Risk-tolerant,Directive,balanced,compared_multiple,tie,0,40,hand_strength,1.0
texas-holdem_web__TVG2pYh,0527,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__TX9ofh6,0497,Risk-seeking,Directive,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__TYijDvp,0375,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Td8Z2GU,0684,Risk-tolerant,Intuitive,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__TefthPd,0553,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__TehYgba,0266,Balanced,Analytical,risk_seeking,quick_pick,opponent,-200,400,hand_strength,1.0
texas-holdem_web__TgvEVh5,0357,Risk-averse,Analytical,risk_averse,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__ThDSFjD,0602,Cautious,Deliberative,risk_averse,compared_multiple,player,20,40,pot_odds,1.0
texas-holdem_web__TmqosSq,0757,Risk-averse,Deliberative,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Ts3bjLP,0512,Risk-tolerant,Deliberative,balanced,compared_multiple,opponent,-20,100,pot_odds,1.0
texas-holdem_web__TsyobHb,0536,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__TvRXYGq,0392,Risk-tolerant,Intuitive,balanced,compared_multiple,player,70,140,hand_strength,1.0
texas-holdem_web__TvZeRQY,0436,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,40,pot_control,1.0
texas-holdem_web__U3pcVPs,0463,Balanced,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__U4XowAK,0075,Balanced,Analytical,balanced,compared_multiple,player,70,210,hand_strength,1.0
texas-holdem_web__U6KBLrc,0126,Risk-seeking,Analytical,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__U6fPNTV,0686,Risk-averse,Consensus-driven,risk_averse,quick_pick,opponent,-140,280,hand_strength,1.0
texas-holdem_web__UDAAGSt,0046,Risk-tolerant,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__UEkQBgG,0785,Risk-seeking,Analytical,opportunistic,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__UEojjVM,0317,Risk-averse,Deliberative,risk_averse,quick_pick,opponent,-70,200,hand_strength,1.0
texas-holdem_web__UQhP5nq,0359,Risk-averse,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__URYwtTJ,0279,Risk-tolerant,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__UVnb28z,0739,Risk-seeking,Consensus-driven,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__UW8earr,0432,Cautious,Analytical,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__UXaGYyp,0976,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__UZyQ452,0446,Risk-averse,Deliberative,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Uct9GZq,0759,Risk-tolerant,Analytical,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__UfwShdH,0379,Risk-seeking,Directive,balanced,deep_research,player,80,160,hand_strength,1.0
texas-holdem_web__UkG6Ez3,0471,Risk-averse,Directive,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__UoHZGrv,0454,Cautious,Directive,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__UokwGTh,0140,Cautious,Intuitive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__UrDMTo3,0502,Risk-tolerant,Directive,risk_seeking,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__UzqkmFE,0967,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
